          000000,            000000,            000000,            000000,            000000,            000000,            000000,            000000,            000000,            000000 
  -2.264148e-003,    -1.126404e-002,    -1.559481e-002,    -1.870068e-002,    -2.157117e-002,    -2.288623e-002,    -2.022149e-002,    -1.699008e-002,    -1.328132e-002,    -7.251163e-003 
  -7.583805e-004,    -8.901929e-003,    -1.523977e-002,    -1.726747e-002,    -2.139043e-002,    -2.249632e-002,    -1.881844e-002,    -1.278741e-002,    -7.795039e-003,     6.865425e-004 
   5.465989e-003,     1.416805e-003,    -3.024291e-003,    -2.737181e-003,    -5.443554e-003,    -7.520826e-003,    -5.464254e-003,    -8.997493e-004,     1.577009e-003,     4.320228e-003 
   6.380092e-003,     5.531226e-003,     9.758646e-004,     2.770873e-003,     1.843034e-005,    -1.297884e-003,     7.444584e-004,     6.298216e-003,     8.706956e-003,     1.183769e-002 
   3.300703e-003,     1.188970e-002,     1.108894e-002,     1.539514e-002,     1.497769e-002,     1.685903e-002,     1.702887e-002,     2.030814e-002,     2.036038e-002,     2.166861e-002 
   3.897047e-003,     1.862707e-002,     2.032871e-002,     2.669794e-002,     2.791742e-002,     3.107474e-002,     2.976665e-002,     3.144337e-002,     2.947388e-002,     2.794617e-002 
   3.396400e-003,     1.510335e-002,     1.484125e-002,     2.032991e-002,     2.026383e-002,     2.300065e-002,     2.285520e-002,     2.627133e-002,     2.589394e-002,     2.703527e-002 
  -3.597495e-003,     1.744955e-002,     1.651325e-002,     2.483631e-002,     2.412104e-002,     3.209256e-002,     3.293847e-002,     3.985273e-002,     4.118393e-002,     4.977657e-002 
  -7.218415e-003,     2.338349e-002,     2.315655e-002,     3.465558e-002,     3.428888e-002,     4.626155e-002,     4.701751e-002,     5.563804e-002,     5.704168e-002,     6.894451e-002 
  -1.556038e-002,     7.033350e-003,     1.030876e-003,     9.135743e-003,     4.778802e-003,     1.789042e-002,     2.266211e-002,     3.675603e-002,     4.401227e-002,     6.808693e-002 
  -1.765347e-002,     1.195404e-002,     6.782278e-003,     1.724255e-002,     1.335922e-002,     2.917444e-002,     3.365438e-002,     4.858976e-002,     5.556508e-002,     8.124468e-002 
  -1.392718e-002,     2.747691e-002,     2.628689e-002,     4.134171e-002,     4.014764e-002,     5.778978e-002,     5.967699e-002,     7.255614e-002,     7.584147e-002,     9.582353e-002 
  -7.694044e-003,     2.989436e-002,     2.807842e-002,     4.276005e-002,     4.135096e-002,     5.600294e-002,     5.770578e-002,     7.026251e-002,     7.296645e-002,     8.929797e-002 
  -8.514340e-003,     2.168491e-002,     1.613044e-002,     2.848152e-002,     2.462904e-002,     3.792066e-002,     4.182536e-002,     5.725343e-002,     6.296576e-002,     8.391332e-002 
  -1.404417e-002,     1.705770e-002,     1.281380e-002,     2.429194e-002,     2.111879e-002,     3.612505e-002,     3.976286e-002,     5.383463e-002,     5.948320e-002,     8.189764e-002 
  -1.127660e-002,     1.729415e-002,     1.440540e-002,     2.499120e-002,     2.277899e-002,     3.586920e-002,     3.849445e-002,     5.008601e-002,     5.422335e-002,     7.225557e-002 
  -2.263843e-002,    -4.373602e-003,    -1.100189e-002,    -5.750096e-003,    -1.072749e-002,     3.290430e-003,     9.033209e-003,     2.290156e-002,     3.184359e-002,     6.011719e-002 
  -1.942219e-002,     1.169108e-002,     7.185860e-003,     1.781349e-002,     1.430746e-002,     3.100910e-002,     3.526270e-002,     4.977035e-002,     5.653547e-002,     8.258322e-002 
  -1.632727e-002,     1.468999e-002,     9.773080e-003,     2.098389e-002,     1.730582e-002,     3.311434e-002,     3.733391e-002,     5.229396e-002,     5.884783e-002,     8.366600e-002 
  -2.160922e-002,     6.865661e-003,     2.276472e-004,     9.886152e-003,     4.933821e-003,     2.188491e-002,     2.754389e-002,     4.414247e-002,     5.291666e-002,     8.299950e-002 
  -2.160900e-002,     1.093374e-002,     3.606649e-003,     1.511048e-002,     9.712403e-003,     2.809237e-002,     3.414404e-002,     5.272410e-002,     6.202701e-002,     9.415180e-002 
  -3.141791e-002,     3.991041e-003,    -5.525346e-003,     6.004364e-003,    -1.108753e-003,     2.160588e-002,     2.975677e-002,     5.211007e-002,     6.476362e-002,     1.068757e-001 
  -2.759191e-002,     1.263749e-002,     5.589995e-003,     1.919363e-002,     1.379416e-002,     3.638668e-002,     4.279837e-002,     6.318173e-002,     7.328914e-002,     1.103721e-001 
  -2.404786e-002,     1.928918e-002,     1.460154e-002,     2.954698e-002,     2.578204e-002,     4.781558e-002,     5.257469e-002,     7.067518e-002,     7.836816e-002,     1.103578e-001 
  -2.602362e-002,     7.225075e-003,     1.267960e-003,     1.199352e-002,     7.347174e-003,     2.702743e-002,     3.268156e-002,     4.975611e-002,     5.875973e-002,     9.154392e-002 
  -2.724846e-002,     7.760654e-003,     1.671041e-003,     1.294799e-002,     8.178622e-003,     2.881811e-002,     3.465407e-002,     5.239332e-002,     6.170724e-002,     9.584845e-002 
  -1.969279e-002,     1.987105e-002,     1.542196e-002,     2.949078e-002,     2.601282e-002,     4.547181e-002,     4.971692e-002,     6.642104e-002,     7.318918e-002,     1.013058e-001 
  -1.551038e-002,     2.551787e-002,     2.443805e-002,     3.904189e-002,     3.787087e-002,     5.585465e-002,     5.781648e-002,     7.048025e-002,     7.395068e-002,     9.461905e-002 
  -1.440053e-002,     2.305768e-002,     2.284636e-002,     3.595841e-002,     3.538302e-002,     5.172218e-002,     5.309270e-002,     6.365668e-002,     6.627166e-002,     8.406920e-002 
  -1.828457e-002,     2.254151e-002,     2.344221e-002,     3.702898e-002,     3.705462e-002,     5.542923e-002,     5.650315e-002,     6.659927e-002,     6.902252e-002,     8.819511e-002 
  -1.624385e-002,     2.256190e-002,     2.430199e-002,     3.720420e-002,     3.783499e-002,     5.477939e-002,     5.519778e-002,     6.363063e-002,     6.506221e-002,     8.121809e-002 
  -1.917279e-002,     1.576992e-002,     1.754096e-002,     2.833696e-002,     2.889855e-002,     4.550228e-002,     4.615728e-002,     5.356658e-002,     5.547329e-002,     7.242250e-002 
  -1.508389e-002,     2.022951e-002,     2.453371e-002,     3.559032e-002,     3.791514e-002,     5.288961e-002,     5.174597e-002,     5.590523e-002,     5.517172e-002,     6.578314e-002 
  -1.647414e-002,     5.188222e-004,     1.805938e-003,     5.739163e-003,     6.069923e-003,     1.624106e-002,     1.693760e-002,     2.011582e-002,     2.193420e-002,     3.378981e-002 
  -1.131142e-002,     6.818879e-003,     8.622453e-003,     1.378597e-002,     1.460809e-002,     2.346426e-002,     2.341829e-002,     2.614213e-002,     2.668486e-002,     3.490670e-002 
  -1.008631e-002,     3.408920e-003,     5.648420e-003,     8.999270e-003,     1.014071e-002,     1.706399e-002,     1.666323e-002,     1.755954e-002,     1.755910e-002,     2.326878e-002 
  -1.504390e-002,    -1.176923e-002,    -1.191724e-002,    -1.308879e-002,    -1.364282e-002,    -7.984758e-003,    -6.594479e-003,    -5.260536e-003,    -2.584565e-003,     7.429178e-003 
  -2.057075e-002,    -1.158629e-002,    -1.029846e-002,    -1.038040e-002,    -1.017397e-002,    -1.299009e-003,    -2.472651e-004,     8.563290e-004,     3.371925e-003,     1.578892e-002 
  -2.694248e-002,    -2.671909e-002,    -2.754582e-002,    -3.185000e-002,    -3.320556e-002,    -2.475453e-002,    -2.194454e-002,    -2.034047e-002,    -1.511703e-002,     2.366864e-003 
  -3.400492e-002,    -3.308289e-002,    -3.672042e-002,    -4.128416e-002,    -4.467313e-002,    -3.329129e-002,    -2.826630e-002,    -2.271407e-002,    -1.413090e-002,     1.215966e-002 
  -3.333156e-002,    -3.480716e-002,    -3.680739e-002,    -4.263052e-002,    -4.493983e-002,    -3.484862e-002,    -3.081521e-002,    -2.803558e-002,    -2.082344e-002,     1.927481e-003 
  -3.574248e-002,    -4.594032e-002,    -4.927582e-002,    -5.881178e-002,    -6.205831e-002,    -5.374048e-002,    -4.873679e-002,    -4.652426e-002,    -3.787688e-002,    -1.364506e-002 
  -4.264873e-002,    -5.077415e-002,    -5.428575e-002,    -6.409865e-002,    -6.766948e-002,    -5.655195e-002,    -5.084838e-002,    -4.773107e-002,    -3.777223e-002,    -8.639237e-003 
  -4.602558e-002,    -5.011997e-002,    -5.295796e-002,    -6.183306e-002,    -6.507101e-002,    -5.177539e-002,    -4.616259e-002,    -4.277717e-002,    -3.276004e-002,    -1.710882e-003 
  -5.120622e-002,    -4.891947e-002,    -5.049971e-002,    -5.790671e-002,    -6.048886e-002,    -4.383339e-002,    -3.848768e-002,    -3.492841e-002,    -2.499397e-002,     8.689195e-003 
  -4.346521e-002,    -3.559627e-002,    -3.224878e-002,    -3.717159e-002,    -3.633024e-002,    -2.123415e-002,    -1.936882e-002,    -2.082554e-002,    -1.599080e-002,     6.638669e-003 
  -5.022751e-002,    -4.727176e-002,    -4.623169e-002,    -5.380455e-002,    -5.466184e-002,    -3.860949e-002,    -3.484210e-002,    -3.451090e-002,    -2.675379e-002,     2.387588e-003 
  -5.464326e-002,    -4.312001e-002,    -4.240422e-002,    -4.710498e-002,    -4.830656e-002,    -2.812042e-002,    -2.378490e-002,    -2.066071e-002,    -1.190265e-002,     2.241450e-002 
  -5.750365e-002,    -5.288672e-002,    -5.491592e-002,    -6.232590e-002,    -6.539031e-002,    -4.598503e-002,    -3.983678e-002,    -3.496136e-002,    -2.360979e-002,     1.509921e-002 
  -5.403322e-002,    -5.873784e-002,    -6.151599e-002,    -7.202170e-002,    -7.546488e-002,    -5.993288e-002,    -5.365905e-002,    -5.037350e-002,    -3.903835e-002,    -3.432188e-003 
  -5.466064e-002,    -5.742676e-002,    -6.054590e-002,    -7.027619e-002,    -7.395906e-002,    -5.755227e-002,    -5.102964e-002,    -4.677246e-002,    -3.506880e-002,     1.906002e-003 
  -5.777759e-002,    -6.489378e-002,    -6.932808e-002,    -8.108513e-002,    -8.571372e-002,    -6.947933e-002,    -6.193658e-002,    -5.708856e-002,    -4.384483e-002,    -3.965781e-003 
  -5.819282e-002,    -6.062013e-002,    -6.185806e-002,    -7.248734e-002,    -7.506089e-002,    -5.784055e-002,    -5.208343e-002,    -5.010710e-002,    -3.924530e-002,    -3.028772e-003 
  -6.524524e-002,    -7.286638e-002,    -7.532816e-002,    -8.902527e-002,    -9.260535e-002,    -7.464338e-002,    -6.757656e-002,    -6.528428e-002,    -5.228216e-002,    -1.114736e-002 
  -6.505744e-002,    -7.308303e-002,    -7.684567e-002,    -9.037565e-002,    -9.479152e-002,    -7.675857e-002,    -6.896668e-002,    -6.510306e-002,    -5.113475e-002,    -8.165649e-003 
  -6.216351e-002,    -8.080940e-002,    -8.409386e-002,    -1.016412e-001,    -1.056596e-001,    -9.197918e-002,    -8.471102e-002,    -8.436274e-002,    -7.125427e-002,    -3.327587e-002 
  -6.146966e-002,    -6.615969e-002,    -6.576998e-002,    -7.827337e-002,    -7.989384e-002,    -6.271462e-002,    -5.760068e-002,    -5.827871e-002,    -4.810772e-002,    -1.301842e-002 
  -6.974186e-002,    -8.183805e-002,    -8.424810e-002,    -1.005768e-001,    -1.042604e-001,    -8.635958e-002,    -7.893191e-002,    -7.782643e-002,    -6.409811e-002,    -2.140835e-002 
  -7.510462e-002,    -9.437135e-002,    -1.011621e-001,    -1.203550e-001,    -1.270358e-001,    -1.089138e-001,    -9.852396e-002,    -9.357775e-002,    -7.557459e-002,    -2.448902e-002 
  -7.735169e-002,    -9.918265e-002,    -1.065666e-001,    -1.270664e-001,    -1.341994e-001,    -1.160900e-001,    -1.051670e-001,    -1.001008e-001,    -8.125968e-002,    -2.850258e-002 
  -7.978547e-002,    -9.687083e-002,    -1.042241e-001,    -1.231799e-001,    -1.303671e-001,    -1.100132e-001,    -9.889643e-002,    -9.255554e-002,    -7.332348e-002,    -1.803697e-002 
  -6.872992e-002,    -9.369293e-002,    -1.004750e-001,    -1.209437e-001,    -1.274247e-001,    -1.130590e-001,    -1.032275e-001,    -9.993102e-002,    -8.302027e-002,    -3.711014e-002 
  -6.329765e-002,    -9.528072e-002,    -1.011814e-001,    -1.238376e-001,    -1.295830e-001,    -1.192792e-001,    -1.104216e-001,    -1.102423e-001,    -9.493317e-002,    -5.531694e-002 
  -6.164602e-002,    -8.110964e-002,    -8.311775e-002,    -1.012127e-001,    -1.043897e-001,    -9.137889e-002,    -8.488307e-002,    -8.641431e-002,    -7.437336e-002,    -3.890162e-002 
  -5.140060e-002,    -5.422014e-002,    -5.187799e-002,    -6.234582e-002,    -6.239654e-002,    -4.807907e-002,    -4.495193e-002,    -4.783215e-002,    -4.087436e-002,    -1.443807e-002 
  -5.317926e-002,    -6.380649e-002,    -6.450080e-002,    -7.779914e-002,    -7.986830e-002,    -6.689053e-002,    -6.187845e-002,    -6.289090e-002,    -5.330019e-002,    -2.287496e-002 
  -4.694923e-002,    -5.751322e-002,    -5.864745e-002,    -7.075609e-002,    -7.292003e-002,    -6.173534e-002,    -5.701336e-002,    -5.754947e-002,    -4.868235e-002,    -2.128214e-002 
  -5.009717e-002,    -6.483687e-002,    -6.577661e-002,    -8.019632e-002,    -8.233035e-002,    -7.155120e-002,    -6.666679e-002,    -6.851795e-002,    -5.926389e-002,    -3.126977e-002 
  -4.964707e-002,    -7.727365e-002,    -8.241641e-002,    -1.011194e-001,    -1.059586e-001,    -9.858296e-002,    -9.134225e-002,    -9.121661e-002,    -7.881412e-002,    -4.753329e-002 
  -4.722860e-002,    -6.906120e-002,    -7.413125e-002,    -9.003932e-002,    -9.475781e-002,    -8.629252e-002,    -7.930320e-002,    -7.776174e-002,    -6.582698e-002,    -3.474071e-002 
  -5.053287e-002,    -9.235153e-002,    -1.035131e-001,    -1.268451e-001,    -1.356048e-001,    -1.312816e-001,    -1.205338e-001,    -1.164083e-001,    -9.923659e-002,    -6.132664e-002 
  -4.500736e-002,    -8.314497e-002,    -9.279578e-002,    -1.140134e-001,    -1.216275e-001,    -1.181177e-001,    -1.087105e-001,    -1.056507e-001,    -9.057930e-002,    -5.748081e-002 
  -4.006519e-002,    -9.062891e-002,    -1.033062e-001,    -1.281250e-001,    -1.375462e-001,    -1.388957e-001,    -1.281927e-001,    -1.246339e-001,    -1.080820e-001,    -7.612502e-002 
  -4.375167e-002,    -1.021246e-001,    -1.181810e-001,    -1.460762e-001,    -1.577956e-001,    -1.598358e-001,    -1.468870e-001,    -1.409839e-001,    -1.212112e-001,    -8.358530e-002 
  -3.579033e-002,    -8.464202e-002,    -9.825135e-002,    -1.214160e-001,    -1.313100e-001,    -1.332350e-001,    -1.223719e-001,    -1.172238e-001,    -1.006849e-001,    -6.942031e-002 
  -3.943443e-002,    -9.385402e-002,    -1.086053e-001,    -1.344312e-001,    -1.451749e-001,    -1.475328e-001,    -1.357026e-001,    -1.305049e-001,    -1.124690e-001,    -7.854399e-002 
  -3.636225e-002,    -8.831104e-002,    -1.026305e-001,    -1.270101e-001,    -1.373809e-001,    -1.399758e-001,    -1.286583e-001,    -1.234113e-001,    -1.062301e-001,    -7.423931e-002 
  -3.286497e-002,    -7.912094e-002,    -9.249862e-002,    -1.141437e-001,    -1.237987e-001,    -1.258367e-001,    -1.153595e-001,    -1.098672e-001,    -9.400426e-002,    -6.424228e-002 
  -2.077760e-002,    -5.934244e-002,    -6.774084e-002,    -8.529986e-002,    -9.136563e-002,    -9.562837e-002,    -8.903831e-002,    -8.814008e-002,    -7.815675e-002,    -6.163416e-002 
  -1.599801e-002,    -5.808493e-002,    -6.484291e-002,    -8.342841e-002,    -8.828741e-002,    -9.545110e-002,    -9.021085e-002,    -9.246289e-002,    -8.455239e-002,    -7.429862e-002 
  -1.345680e-002,    -5.596311e-002,    -6.192425e-002,    -8.043602e-002,    -8.470214e-002,    -9.293144e-002,    -8.836592e-002,    -9.180603e-002,    -8.493981e-002,    -7.755771e-002 
  -6.775538e-003,    -3.949610e-002,    -3.929366e-002,    -5.404813e-002,    -5.412358e-002,    -6.249697e-002,    -6.202418e-002,    -7.093418e-002,    -6.993545e-002,    -7.392032e-002 
  -6.234190e-003,    -3.939637e-002,    -4.077293e-002,    -5.525072e-002,    -5.633111e-002,    -6.469826e-002,    -6.337256e-002,    -7.036756e-002,    -6.824943e-002,    -7.018381e-002 
  -1.861102e-002,    -5.057158e-002,    -5.373529e-002,    -6.940766e-002,    -7.202118e-002,    -7.587897e-002,    -7.246033e-002,    -7.660315e-002,    -7.100556e-002,    -6.243930e-002 
  -1.724141e-002,    -4.372088e-002,    -4.381842e-002,    -5.770058e-002,    -5.828891e-002,    -6.142759e-002,    -5.987531e-002,    -6.654053e-002,    -6.352898e-002,    -5.930257e-002 
  -1.793827e-002,    -6.006420e-002,    -6.313779e-002,    -8.292718e-002,    -8.546191e-002,    -9.277359e-002,    -8.946471e-002,    -9.645978e-002,    -9.104593e-002,    -8.542371e-002 
  -2.162084e-002,    -6.663477e-002,    -7.026984e-002,    -9.175208e-002,    -9.476221e-002,    -1.017579e-001,    -9.780930e-002,    -1.047869e-001,    -9.831497e-002,    -9.028789e-002 
  -2.860086e-002,    -7.461853e-002,    -7.814644e-002,    -1.012583e-001,    -1.044117e-001,    -1.096188e-001,    -1.051254e-001,    -1.123877e-001,    -1.048091e-001,    -9.300753e-002 
  -2.865993e-002,    -7.601196e-002,    -7.956041e-002,    -1.032302e-001,    -1.063988e-001,    -1.120079e-001,    -1.074976e-001,    -1.150898e-001,    -1.074854e-001,    -9.593123e-002 
  -2.658416e-002,    -8.316812e-002,    -8.662921e-002,    -1.137898e-001,    -1.168386e-001,    -1.260323e-001,    -1.217520e-001,    -1.319674e-001,    -1.247836e-001,    -1.167889e-001 
  -3.197007e-002,    -9.608981e-002,    -1.007357e-001,    -1.316594e-001,    -1.356387e-001,    -1.453511e-001,    -1.399280e-001,    -1.505349e-001,    -1.415246e-001,    -1.302238e-001 
  -3.378731e-002,    -1.097351e-001,    -1.169995e-001,    -1.525228e-001,    -1.582514e-001,    -1.706520e-001,    -1.635788e-001,    -1.739352e-001,    -1.626061e-001,    -1.488983e-001 
  -3.913221e-002,    -1.184873e-001,    -1.283214e-001,    -1.655686e-001,    -1.731222e-001,    -1.844685e-001,    -1.754669e-001,    -1.833175e-001,    -1.691062e-001,    -1.489681e-001 
  -3.974000e-002,    -1.150614e-001,    -1.227816e-001,    -1.589533e-001,    -1.651580e-001,    -1.754542e-001,    -1.676046e-001,    -1.770986e-001,    -1.644059e-001,    -1.462703e-001 
  -4.768316e-002,    -1.258702e-001,    -1.360939e-001,    -1.742231e-001,    -1.822892e-001,    -1.905795e-001,    -1.806135e-001,    -1.874965e-001,    -1.715298e-001,    -1.453840e-001 
  -4.602634e-002,    -1.142211e-001,    -1.228345e-001,    -1.569172e-001,    -1.638913e-001,    -1.698288e-001,    -1.609244e-001,    -1.672424e-001,    -1.527935e-001,    -1.278090e-001 
  -4.889374e-002,    -1.169801e-001,    -1.259394e-001,    -1.603851e-001,    -1.676702e-001,    -1.726305e-001,    -1.632800e-001,    -1.690710e-001,    -1.538683e-001,    -1.265981e-001 
  -5.193098e-002,    -1.114418e-001,    -1.167348e-001,    -1.489988e-001,    -1.540048e-001,    -1.560369e-001,    -1.485123e-001,    -1.566955e-001,    -1.437887e-001,    -1.184313e-001 
  -5.930879e-002,    -1.109065e-001,    -1.147067e-001,    -1.452970e-001,    -1.495620e-001,    -1.471237e-001,    -1.398094e-001,    -1.476736e-001,    -1.346557e-001,    -1.053559e-001 
  -6.516611e-002,    -1.092966e-001,    -1.136135e-001,    -1.419882e-001,    -1.467659e-001,    -1.400659e-001,    -1.319487e-001,    -1.370404e-001,    -1.226283e-001,    -8.724719e-002 
  -6.985621e-002,    -1.159497e-001,    -1.214642e-001,    -1.511721e-001,    -1.568674e-001,    -1.491245e-001,    -1.399176e-001,    -1.439032e-001,    -1.277733e-001,    -8.816699e-002 
  -7.594570e-002,    -1.184464e-001,    -1.233299e-001,    -1.527337e-001,    -1.582064e-001,    -1.475890e-001,    -1.382131e-001,    -1.419450e-001,    -1.252620e-001,    -8.215171e-002 
  -7.313900e-002,    -1.216584e-001,    -1.272032e-001,    -1.584681e-001,    -1.642830e-001,    -1.563040e-001,    -1.467949e-001,    -1.513336e-001,    -1.346213e-001,    -9.357441e-002 
  -7.149355e-002,    -1.090983e-001,    -1.138885e-001,    -1.405278e-001,    -1.458044e-001,    -1.350071e-001,    -1.260709e-001,    -1.286902e-001,    -1.128371e-001,    -7.138359e-002 
  -7.293352e-002,    -9.165772e-002,    -9.210857e-002,    -1.121821e-001,    -1.146956e-001,    -9.831481e-002,    -9.172666e-002,    -9.487569e-002,    -8.210708e-002,    -4.214659e-002 
  -8.311453e-002,    -1.178542e-001,    -1.251845e-001,    -1.520254e-001,    -1.592992e-001,    -1.435457e-001,    -1.321530e-001,    -1.305136e-001,    -1.107321e-001,    -5.765566e-002 
  -8.408713e-002,    -1.148021e-001,    -1.224222e-001,    -1.476942e-001,    -1.551851e-001,    -1.377986e-001,    -1.261564e-001,    -1.230465e-001,    -1.028769e-001,    -4.781314e-002 
  -8.786767e-002,    -1.249781e-001,    -1.353640e-001,    -1.632855e-001,    -1.726808e-001,    -1.556280e-001,    -1.420813e-001,    -1.370400e-001,    -1.141042e-001,    -5.394424e-002 
  -8.797479e-002,    -1.181304e-001,    -1.279458e-001,    -1.531375e-001,    -1.621669e-001,    -1.429836e-001,    -1.297528e-001,    -1.235844e-001,    -1.010682e-001,    -4.009806e-002 
  -8.472080e-002,    -1.190417e-001,    -1.316182e-001,    -1.573385e-001,    -1.680550e-001,    -1.506429e-001,    -1.361208e-001,    -1.275534e-001,    -1.034727e-001,    -4.109937e-002 
  -8.047329e-002,    -1.028467e-001,    -1.126936e-001,    -1.333768e-001,    -1.421981e-001,    -1.228229e-001,    -1.102252e-001,    -1.020629e-001,    -8.080018e-002,    -2.243525e-002 
  -7.876118e-002,    -1.047297e-001,    -1.154915e-001,    -1.371593e-001,    -1.465203e-001,    -1.286292e-001,    -1.156588e-001,    -1.073061e-001,    -8.563302e-002,    -2.770561e-002 
  -9.157993e-002,    -1.197687e-001,    -1.335787e-001,    -1.576403e-001,    -1.693636e-001,    -1.476671e-001,    -1.318467e-001,    -1.199196e-001,    -9.372410e-002,    -2.385957e-002 
  -9.467391e-002,    -1.332276e-001,    -1.494404e-001,    -1.777632e-001,    -1.911352e-001,    -1.713151e-001,    -1.538567e-001,    -1.415435e-001,    -1.129773e-001,    -3.993466e-002 
  -9.492374e-002,    -1.333245e-001,    -1.487943e-001,    -1.772692e-001,    -1.901681e-001,    -1.703699e-001,    -1.533133e-001,    -1.419161e-001,    -1.138775e-001,    -4.181566e-002 
  -9.754033e-002,    -1.381280e-001,    -1.545074e-001,    -1.841222e-001,    -1.976893e-001,    -1.776086e-001,    -1.598063e-001,    -1.477722e-001,    -1.185899e-001,    -4.404940e-002 
  -1.025509e-001,    -1.361406e-001,    -1.513103e-001,    -1.791614e-001,    -1.920984e-001,    -1.685043e-001,    -1.509566e-001,    -1.385243e-001,    -1.094169e-001,    -3.212343e-002 
  -9.584613e-002,    -1.351196e-001,    -1.492373e-001,    -1.785454e-001,    -1.905977e-001,    -1.710625e-001,    -1.546963e-001,    -1.452660e-001,    -1.181078e-001,    -4.782226e-002 
  -9.161870e-002,    -1.328836e-001,    -1.455684e-001,    -1.753147e-001,    -1.863113e-001,    -1.689812e-001,    -1.537987e-001,    -1.468304e-001,    -1.214918e-001,    -5.645736e-002 
  -9.208522e-002,    -1.383847e-001,    -1.555731e-001,    -1.864364e-001,    -2.003606e-001,    -1.835993e-001,    -1.658096e-001,    -1.543554e-001,    -1.254815e-001,    -5.428587e-002 
  -9.722101e-002,    -1.422403e-001,    -1.625538e-001,    -1.930345e-001,    -2.091367e-001,    -1.897853e-001,    -1.697688e-001,    -1.538380e-001,    -1.216914e-001,    -4.221216e-002 
  -1.019802e-001,    -1.537812e-001,    -1.765025e-001,    -2.100427e-001,    -2.278474e-001,    -2.087247e-001,    -1.869228e-001,    -1.696102e-001,    -1.348054e-001,    -5.029735e-002 
  -9.350206e-002,    -1.470264e-001,    -1.668775e-001,    -2.003553e-001,    -2.160451e-001,    -2.006224e-001,    -1.811921e-001,    -1.682039e-001,    -1.370455e-001,    -6.252670e-002 
  -9.938805e-002,    -1.361244e-001,    -1.540832e-001,    -1.820500e-001,    -1.966950e-001,    -1.745149e-001,    -1.556521e-001,    -1.405101e-001,    -1.098012e-001,    -3.076552e-002 
